2023-11-11,รายรับ,500,ทำงาน
2023-11-11,รายจ่าย,169,กินkfc
2023-11-11,รายจ่าย,40,กินกาแฟ
2023-11-11,รายจ่าย,200,เติมเงินBTS
2023-11-15,รายจ่าย,8,ค่ารถ
2023-11-15,รายจ่าย,65,กินข้าว
2023-11-15,รายจ่าย,40,กาแฟ
2023-11-14,รายจ่าย,70,กินก๋วยเตี๋ยวกินน้ำ
2023-11-14,รายจ่าย,50,กับข้าว
2023-11-12,รายจ่าย,40,ซื้อขนม
2023-11-12,รายจ่าย,65,กาแฟ
2023-11-13,รายจ่าย,200,เติมเงินBTS
2023-11-13,รายจ่าย,20,ทำบุญ
2023-11-13,รายจ่าย,25,ซื้อของ
2023-11-13,รายจ่าย,140,กินข้าว
